tags|intent
make###B-action the###I-intent contrast###B-attribute higher###B-value so###B-intent the###I-intent trees###I-intent stand###I-intent out###I-intent|adjust
crop###B-action the###B-mask photo###I-mask slightly###B-value to###B-intent make###I-intent less###I-intent grass###I-intent pavement###I-intent visible###I-intent|crop
remove###B-action the###B-mask people###I-mask in###O the###B-mask background###I-mask|delete
extend###B-action the###I-mask green###B-mask grass###I-mask into###B-mask the###I-mask dirt###I-mask on###I-mask the###I-mask left###I-mask hand###I-mask side###I-mask so###B-intent it###I-intent appears###I-intent more###I-intent lush###I-intent|clone
enhance###B-action the###B-mask color###I-value of###O the###B-mask sky###I-mask by###O adding###O a###B-value bit###I-value more###I-value color###I-value to###O it###I-intent so###I-intent that###I-intent it###I-intent doesn###I-intent t###I-intent appear###I-intent so###I-intent cloudy###I-intent|adjust
remove###B-action the###I-mask fencing###I-mask man###I-mask made###I-mask objects###I-mask in###B-mask the###I-mask background###I-mask to###B-intent make###I-intent it###I-intent appear###I-intent more###I-intent secluded###I-intent|delete
edit###O the###I-mask green###B-mask leaves###I-mask within###I-mask the###I-mask trees###I-mask to###B-intent make###I-intent them###I-intent appear###I-intent as###I-intent if###I-intent it###I-intent is###I-intent fall###I-intent|adjust
retake###B-action without###I-action people###I-action walking###I-action through###I-action|other
try###B-action taking###I-action the###I-action photo###I-action on###I-action a###I-action bright###I-action day###I-action or###I-action a###I-action stormy###I-action day###I-action bland###I-action with###I-action just###I-action a###I-action grey###I-action sky###I-action|other
use###B-action the###I-intent tilt###I-attribute shift###I-attribute technique###I-attribute to###B-intent bring###I-intent the###I-intent focal###I-intent point###I-intent more###I-intent center###I-intent|apply
have###B-action the###I-action grass###I-action in###I-action the###I-action foreground###I-action not###I-action the###I-action stained###I-action road###I-action|other
take###B-action the###I-action photo###I-action at###I-action night###I-action with###I-action the###I-action street###I-action light###I-action in###I-action the###I-action center###I-action on###I-action|other
the###B-comment image###I-comment is###I-comment too###I-comment big###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment bright###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment magnified###I-comment|comment
nothing###B-comment is###I-comment really###I-comment in###I-comment focus###I-comment|comment
the###B-mask image###I-mask needs###O to###O be###O made###B-action more###B-value sharper###B-attribute|adjust
make###B-action th###B-mask egrass###I-mask more###B-value greener###B-attribute|adjust
the###I-mask white###I-mask in###I-mask the###I-mask sky###I-mask is###O too###O bright###B-attribute make###B-action it###O less###B-value bright###B-attribute and###O more###B-value defined###B-attribute|adjust
the###B-mask trees###O blend###O together###O and###O it###O looks###O messy###O make###B-action the###B-mask tree###I-mask more###B-value sharoer###B-attribute and###O defined###B-attribute|adjust
make###O the###I-mask buildings###I-mask in###I-mask the###I-mask back###I-mask pop###O out###B-value more###I-value|adjust
make###B-action the###B-mask overall###I-mask picture###I-mask more###B-value sharo###B-attribute so###B-intent that###I-intent details###I-intent are###I-intent not###I-intent all###I-intent washed###I-intent out###I-intent|adjust
add###B-action benches###B-mask in###B-mask front###I-mask of###I-mask the###I-mask trees###I-mask|add
show###B-action some###I-mask people###I-mask sitting###I-mask and###I-mask reading###I-mask on###B-mask some###I-mask of###I-mask the###I-mask benches###I-mask|add
trim###B-action the###I-action trees###I-action back###I-action so###I-action the###I-action people###I-action on###I-action the###I-action left###I-action can###I-action be###I-action seen###I-action better###I-action|other
make###B-action the###I-mask buildings###I-mask on###I-mask the###I-mask right###I-mask shorter###B-intent 34###B-mask stories###I-mask|delete
remove###B-action glare###B-mask on###I-mask left###I-mask and###B-intent let###I-intent the###I-intent sun###I-intent shine###I-intent through###I-intent|delete
sharper###B-action resolution###B-attribute|adjust
brighten###B-attribute|adjust
focus###B-attribute on###B-mask something###I-mask|adjust
cut###B-action off###B-value grass###B-mask|crop
sharpen###B-attribute image###B-mask|adjust
blur###B-attribute the###B-mask background###I-mask|adjust
lighten###B-attribute the###B-mask squirrel###I-mask|adjust
increase###B-action contrast###B-attribute|adjust
apply###B-action a###O warmer###B-value hue###B-attribute|adjust
the###B-comment image###I-comment is###I-comment too###I-comment small###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment bright###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment magnified###I-comment|comment
the###B-mask image###I-mask needs###O to###O be###O made###B-action more###B-value sharper###B-attribute|adjust
the###B-comment image###I-comment is###I-comment not###I-comment centered###I-comment|comment
zoom###B-action closer###B-value to###B-mask the###I-mask mountains###I-mask|zoom
show###B-action more###I-action detail###I-action in###I-action the###I-action mountains###I-action and###I-action surrounding###I-action area###I-action|other
create###B-action greater###B-value contrast###B-attribute in###B-mask colors###I-mask|adjust
crop###B-action the###I-mask photo###O tighter###B-value around###B-mask the###I-mask mountains###I-mask|crop
better###B-action resolution###B-attribute|adjust
crop###B-action the###I-intent top###I-intent image###I-mask so###B-intent left###I-intent side###I-intent starts###I-intent at###I-intent the###I-intent top###I-intent of###I-intent the###I-intent highest###I-intent cloud###I-intent|crop
crop###B-action the###I-mask bottom###I-mask of###I-intent the###I-mask image###I-mask to###B-intent remove###I-intent so###I-intent much###I-intent of###I-intent that###I-intent added###I-intent forest###I-intent|crop
make###B-action the###I-mask white###B-attribute in###B-mask the###I-mask image###I-mask pop###B-value more###I-value|adjust
make###B-action the###B-mask image###I-mask more###B-value balances###I-value in###O tone###B-attribute|adjust
make###B-action the###B-mask grass###I-mask and###I-mask things###I-mask green###B-attribute|adjust
use###B-action a###O filter###B-attribute to###B-intent get###I-intent rid###I-intent of###I-intent the###I-intent haze###I-intent|apply
add###B-action more###B-value color###B-attribute|adjust
add###B-action a###B-mask plane###I-mask into###B-mask the###I-mask photo###I-mask or###B-mask something###I-mask in###B-mask air###I-mask the###I-mask foreground###I-mask|add
provide###B-action contrast###B-attribute to###B-mask the###I-mask clouds###I-mask|adjust
zoom###B-action in###B-value a###I-value little###I-value to###B-mask the###B-mask mountains###I-mask and###O then###O crop###B-action the###B-mask photo###I-mask|crop
the###B-intent photo###I-intent is###I-intent too###I-intent grainy###B-attribute make###B-action it###O less###B-value grainy###B-attribute|adjust
the###B-comment photo###I-comment is###I-comment too###I-comment blue###I-comment|comment
the###B-comment image###I-comment does###I-comment not###I-comment feel###I-comment centered###I-comment it###I-comment should###I-comment be###I-comment more###I-comment centered###I-comment|comment
the###B-mask photo###I-mask needs###O more###B-value contrast###B-attribute|adjust
the###B-comment image###I-comment looks###I-comment fake###I-comment|comment
brighten###B-action the###B-mask contrast###B-attribute of###O the###B-mask whole###I-mask entire###I-mask picture###I-mask|adjust
erase###B-action eliminate###I-action the###I-mask big###I-mask black###I-mask spot###I-mask on###O the###I-mask bottom###I-mask left###I-mask of###I-mask the###I-mask mountain###I-mask|delete
crop###B-action the###I-mask bottom###I-mask of###I-value the###I-mask picture###I-mask 3###B-value 4###I-value of###I-value an###I-value inch###I-value|crop
crop###B-action a###B-value 1###I-value 2###I-value inch###I-value off###I-value the###I-mask left###I-mask side###I-mask of###I-mask the###I-mask picture###I-mask|crop
after###O you###O brighten###B-action the###I-mask contrast###B-attribute of###O the###I-mask whole###I-mask picture###I-mask also###O add###B-action more###B-value bright###I-value blue###B-attribute to###B-intent the###I-mask sky###I-mask to###B-intent make###I-intent it###I-intent stand###I-intent out###I-intent|adjust
decrease###B-action blurriness###B-attribute|adjust
the###I-comment scooters###I-comment could###I-comment be###I-comment framed###I-comment more###I-comment towards###I-comment the###I-comment center###I-comment|comment
the###B-mask picture###I-mask could###O be###O brighter###B-attribute or###O lightened###B-attribute up###B-value|adjust
move###B-action the###B-mask scooters###I-mask closer###B-destination together###I-destination|move
change###B-action the###I-action angle###I-action so###I-action the###I-action scooters###I-action can###I-action be###I-action seen###I-action better###I-action photographer###I-action needed###I-action to###I-action take###I-action a###I-action step###I-action to###I-action the###I-action left###I-action|other
remove###B-action dirt###B-mask on###B-mask the###I-mask street###I-mask|delete
remove###B-action dirt###B-mask on###B-mask the###I-mask wall###I-mask|delete
increase###B-action the###O whites###B-attribute|adjust
decrease###B-action the###B-mask brightness###B-attribute of###O the###B-mask background###I-mask|adjust
brighten###B-attribute the###B-mask motorcycles###I-mask|adjust
the###B-comment image###I-comment is###I-comment too###I-comment small###I-comment|comment
the###B-comment photo###I-comment is###I-comment too###I-comment bright###I-comment|comment
the###B-comment image###I-comment is###I-comment not###I-comment centered###I-comment|comment
the###B-mask image###I-mask needs###O to###O be###O made###B-action more###B-value sharper###B-attribute|adjust
the###B-comment photo###I-comment is###I-comment too###I-comment magnified###I-comment|comment
remove###B-action the###I-mask dark###I-mask brown###I-mask patch###I-mask that###O s###O on###B-mask the###I-mask right###I-mask side###I-mask of###I-mask the###I-mask photo###I-mask (###I-mask middle###I-mask )###I-mask|delete
remove###B-action some###B-mask of###I-mask the###I-mask dirt###I-mask from###O the###I-mask grey###I-mask block###I-mask ground###I-mask especially###I-mask beneath###I-mask the###I-mask motos###I-mask|delete
make###B-action the###I-mask yellow###I-mask red###I-mask and###I-mask blue###I-mask paint###I-mask on###I-mask the###I-mask motos###I-mask brighter###B-attribute or###O a###B-intent let###I-intent bit###I-intent more###I-intent clean###I-intent especially###B-mask on###I-mask the###I-mask blue###I-mask moto###I-mask|adjust
